epoch,total_loss,constraint_loss,loss,boundary_loss
29,18.28757667541504,14.129096031188965,14.483377456665039,3.804198741912842
30,18.819963455200195,13.008735656738281,13.71278190612793,5.107182025909424
31,15.504133224487305,11.89945125579834,12.349536895751953,3.1545965671539307
32,13.526058197021484,10.780315399169922,11.044319152832031,2.481738567352295
33,13.38719367980957,9.671990394592285,10.288479804992676,3.0987138748168945
34,12.516447067260742,8.568039894104004,9.263084411621094,3.2533631324768066
35,12.23198127746582,7.48880672454834,8.430802345275879,3.8011794090270996
36,10.069985389709473,6.4659247398376465,7.22209358215332,2.8478918075561523
37,8.54491901397705,5.508031368255615,6.110445976257324,2.4344727993011475
38,8.71430778503418,4.623946666717529,5.780640602111816,2.9336671829223633
39,7.289923667907715,3.8485608100891113,4.642786979675293,2.6471364498138428
40,5.40604829788208,3.163613796234131,3.6363980770111084,1.7696503400802612
41,6.1289286613464355,2.580821990966797,3.456270694732666,2.6726579666137695
42,5.978163719177246,2.0965542793273926,3.2468557357788086,2.7313079833984375
43,3.926445722579956,1.6968358755111694,2.3039255142211914,1.6225202083587646
44,4.187544822692871,1.3746330738067627,2.2730660438537598,1.9144790172576904
45,3.4008712768554688,1.1176791191101074,1.7929558753967285,1.6079155206680298
46,3.2142670154571533,0.9101044535636902,1.5721467733383179,1.6421202421188354
47,3.2026281356811523,0.7461079359054565,1.4694008827209473,1.7332271337509155
48,2.7158355712890625,0.6169940233230591,1.2551023960113525,1.4607330560684204
49,3.3586316108703613,0.5137063264846802,1.4100651741027832,1.9485664367675781
50,3.293578863143921,0.4330660104751587,1.3402550220489502,1.9533238410949707
51,2.9623684883117676,0.3675723075866699,1.0991344451904297,1.8632341623306274
52,2.9223132133483887,0.3151629865169525,1.1088718175888062,1.813441276550293
53,2.6888022422790527,0.2727946937084198,1.0254664421081543,1.6633358001708984
54,2.842641592025757,0.23853443562984467,1.152943730354309,1.6896978616714478
55,2.861612558364868,0.21023236215114594,0.97782301902771,1.8837895393371582
56,2.586945056915283,0.18686379492282867,0.9092286229133606,1.6777164936065674
57,2.926593542098999,0.1675848513841629,1.0800344944000244,1.8465590476989746
58,2.912785768508911,0.1512608826160431,0.9947977066040039,1.9179880619049072
59,3.159513235092163,0.1376732438802719,1.091026782989502,2.068486452102661
60,2.5556788444519043,0.12641988694667816,0.8674281239509583,1.6882507801055908
61,2.4819743633270264,0.1164679080247879,0.8463982343673706,1.6355761289596558
62,2.81939435005188,0.10810945183038712,0.9196149110794067,1.8997794389724731
63,2.772641181945801,0.10081806778907776,0.8242722749710083,1.948369026184082
64,2.409090757369995,0.09443359076976776,0.7866587042808533,1.6224321126937866
65,2.470010757446289,0.08898121863603592,0.8055117130279541,1.664499044418335
66,2.888958215713501,0.08415844291448593,0.8894789814949036,1.9994791746139526
67,2.693009853363037,0.0797467827796936,0.7330706119537354,1.9599393606185913
68,2.719998598098755,0.07614107429981232,0.7248285412788391,1.9951701164245605
69,2.4128661155700684,0.07287166267633438,0.6447645425796509,1.7681015729904175
70,2.637664794921875,0.07000840455293655,0.6497688293457031,1.9878960847854614
71,2.125457763671875,0.06715942919254303,0.6057689785957336,1.5196888446807861
72,1.9937407970428467,0.0648697167634964,0.5766804814338684,1.417060375213623
73,2.295163631439209,0.06272212415933609,0.5237865447998047,1.7713769674301147
74,2.024096727371216,0.0605795755982399,0.4786796271800995,1.545417070388794
75,2.3992505073547363,0.058779772371053696,0.4487045705318451,1.9505460262298584
76,1.9787015914916992,0.05722472071647644,0.39374876022338867,1.5849528312683105
77,1.932104468345642,0.055758699774742126,0.39508819580078125,1.5370162725448608
78,2.144339084625244,0.054625824093818665,0.36506855487823486,1.7792704105377197
79,2.2600202560424805,0.05342177301645279,0.37002772092819214,1.889992594718933
80,2.338284730911255,0.052588921040296555,0.29104629158973694,2.047238349914551
81,2.7655725479125977,0.051873479038476944,0.4019460082054138,2.363626480102539
82,2.552502393722534,0.05122065171599388,0.7506555914878845,1.8018467426300049
83,2.327427625656128,0.05044892802834511,0.7000666856765747,1.6273609399795532
84,2.2245216369628906,0.04960804805159569,0.5109449625015259,1.7135767936706543
85,2.3145604133605957,0.04861284792423248,0.5561036467552185,1.758456826210022
86,2.0255861282348633,0.04774702340364456,0.2583821415901184,1.7672040462493896
87,3.2119712829589844,0.04679550230503082,0.7593897581100464,2.4525816440582275
88,2.423060894012451,0.04622562974691391,0.6955662965774536,1.727494478225708
89,2.160634994506836,0.04564224183559418,0.4227733612060547,1.7378617525100708
90,2.0017690658569336,0.04508280009031296,0.36797964572906494,1.633789300918579
91,1.9983079433441162,0.044728610664606094,0.3017522692680359,1.6965556144714355
92,2.1910240650177,0.044457536190748215,0.2982245981693268,1.8927994966506958
93,2.633781909942627,0.04416172578930855,0.536521315574646,2.0972604751586914
94,2.0480151176452637,0.04402388632297516,0.25725409388542175,1.790761113166809
95,1.7815965414047241,0.04380305856466293,0.32913386821746826,1.4524626731872559
96,2.1787352561950684,0.043772805482149124,0.6497399806976318,1.528995156288147
97,3.057645320892334,0.043440431356430054,1.090667486190796,1.9669777154922485
98,2.2043967247009277,0.043035902082920074,0.7607263326644897,1.4436702728271484
99,1.8817641735076904,0.042734745889902115,0.48398059606552124,1.397783637046814
100,2.142690658569336,0.04233517497777939,0.4588967561721802,1.6837937831878662
101,2.4844393730163574,0.04173816367983818,0.341646671295166,2.1427927017211914
102,2.4481496810913086,0.04133088141679764,0.45346975326538086,1.9946800470352173
103,2.1776626110076904,0.04086553677916527,0.4263894259929657,1.7512731552124023
104,1.9507558345794678,0.04055729880928993,0.2492445409297943,1.701511263847351
105,1.8859144449234009,0.040123388171195984,0.23216378688812256,1.6537506580352783
106,1.7738101482391357,0.03978336602449417,0.3886440098285675,1.3851661682128906
107,1.8612114191055298,0.03944559767842293,0.24436543881893158,1.616845965385437
108,2.4139647483825684,0.03898152336478233,0.4404304325580597,1.9735342264175415
109,1.7905986309051514,0.038762569427490234,0.25100213289260864,1.539596438407898
110,2.044557571411133,0.03842173516750336,0.4266815185546875,1.6178761720657349
111,2.3603978157043457,0.038183219730854034,0.375923216342926,1.984474539756775
112,2.4461843967437744,0.0377429835498333,0.34562698006629944,2.100557327270508
113,2.1739635467529297,0.037415511906147,0.22106778621673584,1.9528958797454834
114,1.9527279138565063,0.03711065649986267,0.20711098611354828,1.7456169128417969
115,2.493098258972168,0.03668496385216713,0.38954561948776245,2.1035525798797607
116,2.08986759185791,0.036506280303001404,0.23238278925418854,1.8574848175048828
117,2.13450288772583,0.03611893206834793,0.2146400511264801,1.9198628664016724
118,1.7597355842590332,0.03597791865468025,0.38719409704208374,1.3725414276123047
119,1.8292851448059082,0.035658299922943115,0.23407894372940063,1.5952062606811523
120,2.307297706604004,0.035299912095069885,0.2294217050075531,2.077876091003418
121,2.383939027786255,0.03523055836558342,0.28759902715682983,2.0963399410247803
122,2.0512712001800537,0.03499318286776543,0.20925220847129822,1.8420190811157227
123,2.2208735942840576,0.03481144830584526,0.41788360476493835,1.8029899597167969
124,2.2400283813476562,0.034584466367959976,0.30550771951675415,1.9345207214355469
125,2.2761197090148926,0.03444551303982735,0.39154335856437683,1.8845763206481934
126,2.121628761291504,0.03403283655643463,0.20947107672691345,1.9121577739715576
127,2.5505294799804688,0.03381173312664032,0.5312054753303528,2.0193240642547607
128,1.784644603729248,0.03327973559498787,0.19544512033462524,1.5891995429992676
129,2.204787254333496,0.0329754464328289,0.3001251816749573,1.9046621322631836
130,2.189403533935547,0.032803986221551895,0.5007693767547607,1.6886340379714966
131,2.1069321632385254,0.03246151655912399,0.3813818097114563,1.7255504131317139
132,1.8670769929885864,0.032418787479400635,0.33038055896759033,1.536696434020996
133,2.134004592895508,0.03228190913796425,0.41229358315467834,1.7217109203338623
134,1.7987141609191895,0.03231398016214371,0.18213853240013123,1.6165755987167358
135,2.5310966968536377,0.0321645550429821,0.699934184551239,1.8311625719070435
136,1.8926496505737305,0.03207485005259514,0.4112958312034607,1.4813538789749146
137,2.1609911918640137,0.03192108869552612,0.22029685974121094,1.9406944513320923
138,2.391386032104492,0.03165271878242493,0.22530925273895264,2.16607666015625
139,2.569841146469116,0.031401652842760086,0.6906344890594482,1.879206657409668
140,2.2496016025543213,0.03112034685909748,0.5972360372543335,1.6523655652999878
141,1.8951307535171509,0.030785921961069107,0.1762891709804535,1.718841552734375
142,1.816702127456665,0.030483216047286987,0.18099552392959595,1.6357066631317139
143,2.277639865875244,0.030181510373950005,0.31724119186401367,1.960398554801941
144,1.7692415714263916,0.029893668368458748,0.2964629828929901,1.472778558731079
145,1.7993155717849731,0.02971687726676464,0.16212216019630432,1.6371934413909912
146,2.2315568923950195,0.02950645238161087,0.44479483366012573,1.786761999130249
147,1.8233389854431152,0.0292830690741539,0.15817171335220337,1.6651673316955566
148,1.6881508827209473,0.029179774224758148,0.15387064218521118,1.5342801809310913
149,1.7486534118652344,0.02890784852206707,0.18450216948986053,1.5641512870788574
150,1.8666075468063354,0.028745798394083977,0.1922091692686081,1.674398422241211
151,2.021756172180176,0.02861221507191658,0.18308131396770477,1.838674783706665
152,2.3004097938537598,0.028510283678770065,0.278666615486145,2.021743059158325
153,1.8539562225341797,0.028416845947504044,0.28015565872192383,1.5738005638122559
154,2.112030506134033,0.02817048877477646,0.18074405193328857,1.9312865734100342
155,1.5051053762435913,0.02805265784263611,0.20405139029026031,1.3010540008544922
156,1.7950786352157593,0.027861926704645157,0.20923276245594025,1.5858458280563354
157,2.2085134983062744,0.027769722044467926,0.3421482443809509,1.8663651943206787
158,2.0104494094848633,0.027492988854646683,0.4511016607284546,1.5593478679656982
159,2.2574524879455566,0.027177605777978897,0.33830344676971436,1.9191490411758423
160,1.6603686809539795,0.02710837498307228,0.13927391171455383,1.521094799041748
161,2.2668399810791016,0.026832636445760727,0.3317498564720154,1.9350900650024414
162,1.7982908487319946,0.02669641189277172,0.1854936182498932,1.6127972602844238
163,2.0446648597717285,0.026545178145170212,0.16014179587364197,1.8845231533050537
164,1.7770568132400513,0.026376741006970406,0.1617327630519867,1.6153240203857422
165,2.6393661499023438,0.026171112433075905,0.5678704977035522,2.071495771408081
166,2.0838632583618164,0.026000037789344788,0.34504902362823486,1.738814115524292
167,2.1565868854522705,0.025994811207056046,0.1867857426404953,1.9698011875152588
168,2.06028413772583,0.025883672758936882,0.5619480609893799,1.4983360767364502
169,2.159818172454834,0.025752071291208267,0.22602571547031403,1.9337923526763916
170,2.153674602508545,0.02549629658460617,0.2289084494113922,1.9247660636901855
171,1.9672091007232666,0.02539239451289177,0.1654335856437683,1.8017754554748535
172,2.05892276763916,0.025137657299637794,0.16289179027080536,1.8960310220718384
173,1.7667922973632812,0.024957675486803055,0.1779702752828598,1.5888220071792603
174,2.5847699642181396,0.024787025526165962,0.45283204317092896,2.1319379806518555
175,1.6807422637939453,0.02469647489488125,0.16237761080265045,1.518364667892456
176,1.8558167219161987,0.024563848972320557,0.15891039371490479,1.696906328201294
177,1.9020915031433105,0.024374157190322876,0.3169468343257904,1.5851446390151978
178,1.8922529220581055,0.024178780615329742,0.23206904530525208,1.6601839065551758
179,2.666372776031494,0.023982161656022072,0.5596280694007874,2.1067447662353516
180,1.943044900894165,0.023861119523644447,0.30161207914352417,1.6414328813552856
181,2.3433032035827637,0.023642834275960922,0.37520894408226013,1.9680943489074707
182,1.9681768417358398,0.023512903600931168,0.2690655589103699,1.6991113424301147
183,2.2739803791046143,0.023412061855196953,0.15248331427574158,2.12149715423584
184,1.7639615535736084,0.02336791716516018,0.19298474490642548,1.5709768533706665
185,1.8547744750976562,0.023299844935536385,0.31089043617248535,1.543884038925171
186,2.123361110687256,0.02316809631884098,0.20965495705604553,1.9137061834335327
187,2.3838024139404297,0.022992588579654694,0.4592265188694,1.9245758056640625
188,2.321892261505127,0.022813834249973297,0.2200050950050354,2.1018872261047363
189,1.8057855367660522,0.022805925458669662,0.2943972051143646,1.5113883018493652
190,2.6998157501220703,0.022737033665180206,0.2022934854030609,2.4975223541259766
191,2.0952961444854736,0.02250971458852291,0.28425976634025574,1.8110363483428955
192,1.8474880456924438,0.02242346480488777,0.31894204020500183,1.5285459756851196
193,2.332083225250244,0.02230537123978138,0.2163742482662201,2.115709066390991
194,2.1715571880340576,0.02211260050535202,0.2937723696231842,1.8777848482131958
195,2.0747146606445312,0.021898897364735603,0.15981228649616241,1.9149023294448853
196,2.6578500270843506,0.021779540926218033,0.6205399632453918,2.0373101234436035
197,2.3794291019439697,0.021605972200632095,0.42690160870552063,1.9525275230407715
198,2.2960565090179443,0.021629776805639267,0.3717528283596039,1.924303650856018
199,1.8754189014434814,0.02150333672761917,0.13993974030017853,1.7354791164398193
200,2.3825066089630127,0.021362697705626488,0.6930919289588928,1.689414620399475
201,2.0114099979400635,0.021338092163205147,0.18608304858207703,1.825326919555664
202,1.8512979745864868,0.021225543692708015,0.2737821042537689,1.5775158405303955
203,2.2879748344421387,0.021004991605877876,0.222830668091774,2.0651440620422363
204,2.004223346710205,0.020887240767478943,0.19839170575141907,1.8058315515518188
205,2.1650967597961426,0.02071543037891388,0.3985118865966797,1.7665847539901733
206,1.7343437671661377,0.020508086308836937,0.16847151517868042,1.565872311592102
207,1.853956699371338,0.020400092005729675,0.25707924365997314,1.5968774557113647
208,2.3604087829589844,0.020258624106645584,0.5211474299430847,1.8392614126205444
209,1.8974560499191284,0.02011304534971714,0.20227810740470886,1.6951779127120972
210,1.977617859840393,0.020023202523589134,0.33929571509361267,1.638322114944458
211,2.0195248126983643,0.019867734983563423,0.2580243945121765,1.7615004777908325
212,1.7856452465057373,0.019827183336019516,0.272251695394516,1.513393521308899
213,1.5820659399032593,0.019704751670360565,0.14742064476013184,1.4346452951431274
214,1.8764030933380127,0.019596194848418236,0.3366282284259796,1.5397748947143555
215,2.416903257369995,0.0195053331553936,0.3390974700450897,2.077805757522583
216,2.080228567123413,0.01948673091828823,0.4159718453884125,1.6642566919326782
217,2.1467857360839844,0.019399330019950867,0.5051611065864563,1.6416245698928833
218,2.080111265182495,0.01928660459816456,0.38838863372802734,1.6917226314544678
219,1.8842012882232666,0.019112035632133484,0.30861085653305054,1.5755903720855713
220,1.9844841957092285,0.01898876577615738,0.14836221933364868,1.8361220359802246
221,1.6622902154922485,0.018769048154354095,0.2362961769104004,1.4259940385818481
222,1.9636785984039307,0.018627233803272247,0.19651591777801514,1.7671626806259155
223,2.6002721786499023,0.018534399569034576,0.7242279648780823,1.8760442733764648
224,1.8864291906356812,0.018401220440864563,0.19149594008922577,1.694933295249939
225,2.2624588012695312,0.018323300406336784,0.49072813987731934,1.771730661392212
226,1.9378037452697754,0.018281999975442886,0.26331815123558044,1.6744855642318726
227,1.841176986694336,0.018276231363415718,0.32492709159851074,1.5162498950958252
228,1.7802555561065674,0.018207382410764694,0.1402406245470047,1.640014886856079
229,1.9364219903945923,0.01821180433034897,0.30336108803749084,1.6330609321594238
230,1.9674797058105469,0.01820221357047558,0.3115098178386688,1.6559698581695557
231,1.9751099348068237,0.01808987185359001,0.19991247355937958,1.7751975059509277
232,2.3259530067443848,0.017953937873244286,0.3231521248817444,2.002800941467285
233,1.9963479042053223,0.017880914732813835,0.3938983082771301,1.6024495363235474
234,1.8245209455490112,0.017694711685180664,0.1757962554693222,1.6487246751785278
235,1.9966793060302734,0.01766958460211754,0.2011238932609558,1.7955553531646729
236,2.253448724746704,0.017578767612576485,0.3366971015930176,1.9167516231536865
237,2.6641364097595215,0.017480310052633286,0.6163836121559143,2.047752857208252
238,2.294434070587158,0.017396090552210808,0.49980562925338745,1.794628381729126
239,1.7969095706939697,0.0173820648342371,0.24436087906360626,1.5525486469268799
240,2.1114983558654785,0.01734398677945137,0.19554734230041504,1.9159510135650635
241,2.311577796936035,0.017343096435070038,0.23181498050689697,2.0797626972198486
242,2.1403095722198486,0.01734350435435772,0.5635124444961548,1.5767971277236938
243,2.2077903747558594,0.01726651005446911,0.5261944532394409,1.681595802307129
244,2.223200798034668,0.01722513884305954,0.6578431725502014,1.5653576850891113
245,2.1795806884765625,0.017160598188638687,0.27549445629119873,1.9040861129760742
246,1.955423355102539,0.016967294737696648,0.30091699957847595,1.6545063257217407
247,2.083606004714966,0.01689237914979458,0.20434433221817017,1.8792617321014404
248,1.6939750909805298,0.0167405866086483,0.3063143491744995,1.3876607418060303
249,2.2671079635620117,0.01657816581428051,0.47550296783447266,1.7916048765182495
250,1.8824031352996826,0.016549525782465935,0.14827357232570648,1.734129548072815
251,2.1231184005737305,0.016467779874801636,0.40113160014152527,1.7219867706298828
252,1.8797107934951782,0.01640789397060871,0.1559688001871109,1.7237420082092285
253,2.142321825027466,0.016310859471559525,0.285113662481308,1.857208251953125
254,1.988232135772705,0.016308750957250595,0.1727708876132965,1.815461277961731
255,1.9448555707931519,0.01624278910458088,0.22946703433990479,1.715388536453247
256,2.1235156059265137,0.0162185188382864,0.27255889773368835,1.850956678390503
257,2.042837619781494,0.01615802012383938,0.1499149352312088,1.8929227590560913
258,1.7866978645324707,0.016228804364800453,0.2527339458465576,1.533963918685913
259,2.3438310623168945,0.01608101651072502,0.6629093289375305,1.6809217929840088
260,2.18525767326355,0.016104305163025856,0.5481564998626709,1.637101173400879
261,2.1406705379486084,0.015965484082698822,0.383754700422287,1.756915807723999
262,2.2426159381866455,0.01582871936261654,0.20087388157844543,2.0417420864105225
263,1.8491562604904175,0.01573038473725319,0.1758662313222885,1.6732900142669678
264,2.3789639472961426,0.015600393526256084,0.32972362637519836,2.0492403507232666
265,2.6024625301361084,0.015500299632549286,0.55448317527771,2.0479793548583984
266,1.9830405712127686,0.01544303260743618,0.1830797791481018,1.7999608516693115
267,1.8101657629013062,0.015403633005917072,0.17023147642612457,1.6399343013763428
268,1.8809410333633423,0.015394289046525955,0.2480427324771881,1.6328983306884766
269,2.1772031784057617,0.015361894853413105,0.21406184136867523,1.9631413221359253
270,2.1808552742004395,0.01522725261747837,0.2800200283527374,1.9008352756500244
271,1.8801367282867432,0.015200604684650898,0.186250701546669,1.6938860416412354
272,2.1976318359375,0.015102295204997063,0.36287906765937805,1.8347526788711548
273,1.9876866340637207,0.01503408420830965,0.17047575116157532,1.8172109127044678
274,2.350569248199463,0.015018003061413765,0.32579246163368225,2.0247766971588135
275,1.9880266189575195,0.014984057284891605,0.13329772651195526,1.8547289371490479
276,2.2147254943847656,0.01489206962287426,0.2535797357559204,1.9611456394195557
277,2.1691699028015137,0.014844966121017933,0.21887020766735077,1.950299620628357
278,1.8723193407058716,0.014755407348275185,0.1751326024532318,1.6971867084503174
279,2.0086963176727295,0.01466651726514101,0.1515750288963318,1.8571213483810425
280,2.0622329711914062,0.014579606242477894,0.1330675631761551,1.9291654825210571
281,2.0090763568878174,0.014533894136548042,0.2227313220500946,1.7863450050354004
282,1.835357666015625,0.014467200264334679,0.20776742696762085,1.627590298652649
283,1.6478300094604492,0.014423852786421776,0.32601165771484375,1.3218183517456055
284,1.7220256328582764,0.014335507526993752,0.14312274754047394,1.5789028406143188
285,2.4545388221740723,0.014227304607629776,0.5004823207855225,1.9540563821792603
286,1.8891828060150146,0.01412790734320879,0.28046101331710815,1.6087217330932617
287,1.6920907497406006,0.014106929302215576,0.11856678128242493,1.573523998260498
288,1.8750190734863281,0.014019780792295933,0.17120644450187683,1.703812599182129
289,2.3550522327423096,0.01401252206414938,0.3587872385978699,1.9962650537490845
290,2.533311128616333,0.013963684439659119,0.4120306968688965,2.1212804317474365
291,1.8642737865447998,0.013965743593871593,0.21553093194961548,1.6487427949905396
292,1.9177852869033813,0.013917393982410431,0.14201858639717102,1.7757667303085327
293,2.215132236480713,0.013860700652003288,0.3149222135543823,1.9002100229263306
294,2.0764522552490234,0.013773603364825249,0.28008851408958435,1.7963638305664062
295,2.1555769443511963,0.013761036098003387,0.3572031259536743,1.798373818397522
296,1.8466452360153198,0.013667505234479904,0.14425955712795258,1.702385663986206
297,1.7872803211212158,0.0135726323351264,0.15934336185455322,1.6279369592666626
298,2.2313175201416016,0.01351984217762947,0.26161977648735046,1.9696978330612183
299,1.6253066062927246,0.013446510769426823,0.15171349048614502,1.4735931158065796
300,2.1020169258117676,0.01335147861391306,0.2949536144733429,1.807063341140747
301,2.1340537071228027,0.013328049331903458,0.16395887732505798,1.970094919204712
302,2.019575834274292,0.013285767287015915,0.23506496846675873,1.784510850906372
303,1.9878207445144653,0.013233853504061699,0.12626506388187408,1.8615556955337524
304,1.962297797203064,0.013230777345597744,0.23565450310707092,1.7266433238983154
305,1.8369362354278564,0.01320651825517416,0.32013139128685,1.516804814338684
306,1.8285657167434692,0.013194378465414047,0.17262113094329834,1.655944585800171
307,2.1401495933532715,0.013112501241266727,0.14354988932609558,1.9965996742248535
308,2.0380821228027344,0.013030066154897213,0.17846566438674927,1.8596165180206299
309,1.9099571704864502,0.01293885987251997,0.16058875620365143,1.74936842918396
310,1.7806305885314941,0.012912199832499027,0.2229534238576889,1.557677149772644
311,2.1400346755981445,0.012944240123033524,0.194174662232399,1.9458600282669067
312,2.0301759243011475,0.012852637097239494,0.23131242394447327,1.798863410949707
313,1.6108003854751587,0.012800807133316994,0.17348742485046387,1.4373129606246948
314,2.1264915466308594,0.012750589288771152,0.35756775736808777,1.7689238786697388
315,1.7253425121307373,0.012730184011161327,0.1552075445652008,1.5701349973678589
316,1.8653693199157715,0.01266718003898859,0.14539502561092377,1.7199742794036865
317,1.7436702251434326,0.01265010330826044,0.16256298124790192,1.581107258796692
318,2.0259029865264893,0.012612479738891125,0.29277393221855164,1.7331290245056152
319,1.99000084400177,0.012615286745131016,0.32983291149139404,1.660167932510376
320,2.0593366622924805,0.012489652261137962,0.2678804397583008,1.7914562225341797
321,1.7848491668701172,0.012451030313968658,0.18249276280403137,1.6023564338684082
322,1.7197734117507935,0.012348279356956482,0.1381746530532837,1.5815987586975098
323,1.801052212715149,0.012266987934708595,0.14368970692157745,1.657362461090088
324,1.9917160272598267,0.012235754169523716,0.2803729772567749,1.7113430500030518
325,2.0859198570251465,0.012163698673248291,0.42602992057800293,1.659890055656433
326,1.80824613571167,0.012182798236608505,0.1475703865289688,1.6606757640838623
327,1.4878921508789062,0.012129638344049454,0.1595989465713501,1.3282932043075562
328,1.9091477394104004,0.012096071615815163,0.20625117421150208,1.7028965950012207
329,2.1159443855285645,0.012122814543545246,0.1488468199968338,1.967097520828247
330,2.1539056301116943,0.012067529372870922,0.4778824746608734,1.6760231256484985
331,1.9471081495285034,0.012014118954539299,0.21610987186431885,1.7309982776641846
332,1.9346920251846313,0.01196303777396679,0.21472851932048798,1.719963550567627
333,2.2478556632995605,0.011883282102644444,0.36335715651512146,1.8844984769821167
334,1.5108659267425537,0.01182900182902813,0.1763008087873459,1.3345651626586914
335,2.223141670227051,0.011789505369961262,0.4013727903366089,1.821768879890442
336,1.63197922706604,0.011739181354641914,0.15897931158542633,1.472999930381775
337,1.8022243976593018,0.011676042340695858,0.16289538145065308,1.639328956604004
338,2.1200366020202637,0.01165004912763834,0.27611657977104187,1.843920111656189
339,2.030663013458252,0.011555220000445843,0.3731882870197296,1.6574747562408447
340,1.8034087419509888,0.011566715314984322,0.22311951220035553,1.5802892446517944
341,2.050825834274292,0.011545665562152863,0.2169642448425293,1.8338615894317627
342,1.9666314125061035,0.0115124536678195,0.36066335439682007,1.6059679985046387
343,1.9903502464294434,0.01150949764996767,0.20101097226142883,1.789339303970337
344,1.6520664691925049,0.011422783136367798,0.12382964044809341,1.5282368659973145
345,2.07327938079834,0.011394304223358631,0.3830126225948334,1.690266728401184
346,1.6392606496810913,0.011372512206435204,0.10119686275720596,1.5380637645721436
347,1.6955052614212036,0.011359266936779022,0.16761016845703125,1.5278950929641724
348,2.5811285972595215,0.011278812773525715,0.399170845746994,2.181957721710205
349,2.2657299041748047,0.011197940446436405,0.4268447160720825,1.8388850688934326
350,1.8262947797775269,0.011264657601714134,0.12738050520420074,1.6989142894744873
351,1.9932957887649536,0.011197797022759914,0.2271411120891571,1.7661546468734741
352,1.537843942642212,0.011164866387844086,0.17035037279129028,1.3674936294555664
353,2.0228490829467773,0.011159841902554035,0.20595328509807587,1.816895842552185
354,1.987734079360962,0.011127816513180733,0.1506325751543045,1.8371014595031738
355,1.9924609661102295,0.011065825819969177,0.36017173528671265,1.6322892904281616
356,2.0646097660064697,0.011042027734220028,0.4897525906562805,1.574857234954834
357,2.4528963565826416,0.01099968608468771,0.19523769617080688,2.2576587200164795
358,1.7830199003219604,0.010973353870213032,0.3436185419559479,1.439401388168335
359,1.8223674297332764,0.010950688272714615,0.2978423237800598,1.5245250463485718
360,1.8037546873092651,0.01080350298434496,0.21216361224651337,1.5915911197662354
361,1.965657114982605,0.010813266970217228,0.27928343415260315,1.6863737106323242
362,2.3730220794677734,0.010692853480577469,0.603939414024353,1.76908278465271
363,1.9213826656341553,0.010690966621041298,0.21166779100894928,1.7097148895263672
364,1.7022314071655273,0.01065153256058693,0.17013190686702728,1.5320994853973389
365,1.9648451805114746,0.010591035708785057,0.20220082998275757,1.7626444101333618
366,2.195584774017334,0.010573110543191433,0.3686603009700775,1.826924443244934
367,1.563480019569397,0.010590675286948681,0.1496499925851822,1.413830041885376
368,1.867630124092102,0.010517449118196964,0.15427100658416748,1.7133591175079346
369,1.952934980392456,0.010497779585421085,0.17361515760421753,1.7793198823928833
370,1.8861377239227295,0.010526640340685844,0.18566805124282837,1.7004696130752563
371,1.8387821912765503,0.010514819994568825,0.15057887136936188,1.6882033348083496
372,1.61143958568573,0.0104604447260499,0.12659800052642822,1.4848415851593018
373,1.6352423429489136,0.010355949401855469,0.13023030757904053,1.505012035369873
374,1.753628134727478,0.010368132963776588,0.20727655291557312,1.5463515520095825
375,1.5676424503326416,0.01035259198397398,0.12668371200561523,1.4409587383270264
